ABLE7;AT16;CTRATIO;ETOT;FEMALE;LOGINC;N;OLDSIB;YNGSIB;SCHOOL
97.5;3;20.53226;6;0;3.314186;5041;0;0;0
27.5;3;19.94737;0;0;3.688879;5043;0;3;0
90;1;18.56863;7;0;3.86073;5045;0;0;1
22.5;3;18.61702;0;0;3.555348;5047;0;0;0
42.5;3;18.60526;0;0;3.749504;5049;0;4;0
65;2;18.11024;1;0;3.401197;5051;0;2;0
87.5;3;17.87805;3;1;3.48124;5053;1;3;0
52.5;1;20.55556;7;0;3.48124;5055;0;1;1
75;3;16.90196;7;1;3.73767;5057;0;2;0
42.5;3;18.37349;0;0;4.051785;5059;1;1;0
77.5;1;17;8;1;4.579853;5061;1;2;1
32.5;3;13.5;0;1;4.579853;5063;2;0;0
97.5;1;17.14286;6;0;3.624341;5065;0;1;1
87.5;2;17.87879;8;0;3.86073;5067;0;2;0
85;2;18.22581;5;0;3.555348;5069;0;1;0
92.5;1;17.5;7;1;3.806663;5071;0;0;1
90;1;16.85106;6;0;3.86073;5073;0;3;1
92.5;3;17.5;7;1;3.86073;5075;1;0;0
75;2;17.39189;9;0;3.86073;5077;0;1;0
97.5;1;16.86885;0;1;4.051785;5079;0;5;1
92.5;1;16.4;12;0;4.051785;5081;0;3;1
57.5;3;15.23529;0;0;3.401197;5083;2;1;0
67.5;2;16.4918;7;0;3.86073;5085;0;0;0
85;1;18.38028;8;1;2.862201;5087;0;0;1
45;3;20.3125;4;1;2.70805;5089;0;0;0
35;3;17.97297;6;1;4.65396;5091;2;1;0
72.5;3;16.86885;6;1;4.310799;5093;0;2;0
45;3;18.38028;3;0;3.806663;5095;1;2;0
35;3;18.59459;7;0;4.317488;5097;1;1;0
25;3;11.3;0;0;3.258096;5099;0;1;0
75;1;18.59459;15;0;4.135167;5101;1;0;1
52.5;1;17.78481;8;1;3.86073;5103;0;0;1
87.5;1;14.42857;10;1;4.350278;5105;0;1;1
82.5;1;16.71428;8;0;3.48124;5107;2;3;1
87.5;3;17.93478;7;1;4.051785;5109;1;0;0
87.5;1;14.67857;6;0;4.248495;5111;0;3;1
27.5;3;17.39189;0;0;4.135167;5113;0;4;0
90;3;17.58974;8;1;3.86073;5115;0;0;0
90;2;18.34328;7;0;3.960813;5117;0;1;0
80;2;17.27083;7;1;3.86073;5119;1;1;0
72.5;3;18.34328;10;0;4.350278;5121;0;2;0
47.5;2;17.97297;7;1;3.960813;5123;1;0;0
97.5;1;13.3871;8;0;3.86073;5125;0;1;1
97.5;2;17.27083;7;1;3.749504;5127;1;4;0
80;1;19.92453;10;1;4.867535;5129;2;1;1
82.5;3;20.71428;8;1;3.401197;5131;0;2;0
80;2;17.34483;7;1;4.471639;5133;1;0;0
47.5;1;19.29091;6;0;3.624341;5135;0;1;1
37.5;3;13.1;0;0;3.218876;5137;0;3;0
100;1;17.27273;0;0;3.218876;5139;1;1;1
72.5;3;20.22581;5;1;3.688879;5141;1;3;0
52.5;3;16.66667;1;0;3.806663;5143;1;1;0
77.5;2;16.66667;3;0;3.806663;5145;1;1;0
22.5;3;19.83333;0;0;3.86073;5147;2;4;0
90;2;18.35821;5;1;3.960813;5149;0;1;0
97.5;1;18.35821;8;0;3.960813;5151;0;0;1
55;2;16.66667;5;0;4.350278;5153;0;2;0
72.5;2;13.96667;9;0;3.555348;5155;1;1;0
77.5;1;18.85106;8;0;3.624341;5157;1;1;1
90;1;16.70492;13;1;4.051785;5159;1;1;1
90;3;16.70492;8;1;3.555348;5161;0;5;0
72.5;3;17.34483;9;1;4.051785;5163;0;1;0
72.5;2;19.39655;10;0;3.960813;5165;1;1;0
92.5;1;16.70492;10;1;3.806663;5167;0;0;1
65;2;20.32258;5;0;3.48124;5169;0;0;0
70;3;21.94118;1;1;3.540959;5171;0;2;0
35;3;21.0625;3;1;3.401197;5173;1;3;0
80;2;16.26923;8;0;4.283587;5175;0;0;0
62.5;3;19.16072;5;1;3.749504;5177;0;1;0
87.5;3;15.625;6;1;3.688879;5179;0;1;0
80;3;19.47273;9;1;3.401197;5181;0;1;0
95;1;18.35821;8;1;4.060443;5183;1;3;1
52.5;3;20.58064;6;1;3.555348;5185;1;5;0
52.5;3;16.0381;6;1;3.806663;5187;1;1;0
85;1;15.15556;8;0;4.412798;5189;0;0;1
95;1;16.63461;9;0;3.624341;5191;1;0;1
62.5;2;19.125;6;0;3.749504;5193;1;1;0
85;1;16.18182;9;1;3.86073;5195;1;1;1
85;1;18.47368;0;0;4.051785;5197;0;0;1
70;2;18.30882;6;0;4.471639;5199;1;1;0
77.5;2;19.125;10;0;3.624341;5201;0;2;0
92.5;2;19.125;14;0;3.960813;5203;0;1;0
77.5;2;19.18421;5;1;4.65396;5205;0;1;0
70;3;19.07692;6;0;3.749504;5207;1;6;0
92.5;1;16.1129;9;1;4.166665;5209;0;2;1
85;3;18.30882;10;1;3.806663;5211;0;2;0
52.5;2;19.07692;9;0;3.806663;5213;1;0;0
50;3;14.5098;0;0;4.043051;5215;0;2;0
100;1;9.44186;10;1;4.283587;5217;1;0;1
65;3;18.95455;2;1;3.749504;5219;1;6;0
75;3;18.70968;10;0;3.555348;5221;1;0;0
80;1;16.66667;8;0;4.283587;5223;0;2;1
87.5;1;14.15;8;1;4.283587;5225;1;0;1
52.5;2;17.67857;8;0;4.135167;5227;1;0;0
67.5;3;19.16667;0;1;2.862201;5229;1;1;0
92.5;2;19.125;2;0;3.48124;5231;1;1;0
92.5;1;16.44615;9;0;3.806663;5233;0;1;1
97.5;1;17.52941;10;0;3.433987;5235;0;1;1
87.5;1;16.18182;9;1;4.442651;5237;1;1;1
97.5;1;16.66667;8;0;4.135167;5239;0;3;1
75;3;17.3125;6;0;4.283587;5241;1;2;0
32.5;2;18.11429;0;1;3.749504;5243;1;2;0
75;3;17.52941;3;1;3.624341;5245;1;2;0
85;1;17.46269;9;0;4.007333;5247;1;0;1
82.5;2;16.70492;11;1;3.912023;5249;0;1;0
85;1;15.10769;10;0;3.688879;5251;1;2;1
82.5;1;13.54167;7;1;3.86073;5253;0;1;1
67.5;2;15.10769;9;0;3.401197;5255;0;3;0
87.5;3;18.28572;5;1;3.624341;5257;0;0;0
50;2;17.08333;6;1;3.749504;5259;0;0;0
52.5;3;19.125;5;0;3.624341;5261;1;1;0
37.5;3;19.125;0;1;3.624341;5263;1;1;0
70;2;17.87805;6;0;3.960813;5265;1;0;0
72.5;2;17.87805;8;1;3.960813;5267;0;0;0
67.5;2;17.75;0;0;3.86073;5269;1;1;0
40;3;17.82857;8;1;3.960813;5271;0;2;0
65;1;18.11024;8;0;3.749504;5273;0;0;1
95;1;18.11024;9;1;3.314186;5275;0;0;1
67.5;2;19.6129;6;0;3.48124;5277;0;1;0
87.5;3;18.81818;0;1;3.960813;5279;2;2;0
75;2;17.53333;0;0;3.912023;5281;1;3;0
80;2;19.6129;7;0;3.86073;5283;0;1;0
55;2;16.36667;9;0;3.401197;5285;0;3;0
82.5;3;18.84615;6;0;3.624341;5287;1;0;0
62.5;3;18.05556;6;1;3.86073;5289;1;0;0
82.5;3;16.36667;8;0;3.555348;5291;0;0;0
82.5;2;16.91176;5;0;3.86073;5293;0;3;0
85;3;17.64865;2;0;4.248495;5295;2;0;0
82.5;2;20.02326;8;1;4.297286;5297;0;1;0
37.5;3;15.72222;0;1;3.401197;5299;1;0;0
85;1;17.6;8;1;3.401197;5301;0;2;1
92.5;3;18.61702;5;1;3.806663;5303;0;0;0
72.5;2;19.69231;0;0;4.051785;5305;0;1;0
97.5;3;18.77419;8;1;3.48124;5307;0;0;0
72.5;2;19.69231;3;0;3.86073;5309;0;2;0
65;3;16.37288;9;1;4.135167;5311;1;0;0
75;3;18.05556;6;0;3.86073;5313;1;2;0
80;3;16.48649;10;1;3.912023;5315;0;4;0
87.5;2;16.36667;8;0;4.135167;5317;1;1;0
57.5;3;20.93023;7;0;3.749504;5319;0;1;0
80;1;15.25714;7;0;3.828641;5321;0;1;1
17.5;3;13.38461;0;0;3.624341;5323;2;7;0
77.5;3;17.5;10;0;3.960813;5325;0;2;0
55;3;14.02;9;0;4.135167;5327;1;2;0
55;2;16.54082;8;0;4.412798;5329;1;0;0
72.5;1;16.54082;7;0;3.960813;5331;0;1;1
42.5;2;16.75325;8;0;3.749504;5333;0;3;0
92.5;2;15.47619;7;1;3.401197;5335;0;2;0
100;1;16.63461;13;0;3.218876;5337;0;2;1
17.5;3;15.01563;3;0;3.828641;5339;0;1;0
82.5;1;17.05814;10;1;3.401197;5341;0;2;1
77.5;1;17.60714;8;0;4.65396;5343;0;1;1
62.5;3;16.9759;6;0;4.317488;5345;0;1;0
65;2;17.5;0;0;3.73767;5347;0;2;0
92.5;1;16.36842;11;0;4.579853;5349;1;1;1
15;3;17.68269;6;1;3.48124;5351;0;0;0
50;3;19.69697;12;1;3.713572;5353;0;1;0
70;3;16.54082;7;0;3.960813;5355;0;4;0
57.5;3;17.05814;8;1;3.555348;5357;0;0;0
25;3;16.68217;8;0;4.051785;5359;0;1;0
62.5;3;17.97297;8;1;3.555348;5361;0;3;0
57.5;1;16.29;9;1;3.960813;5363;0;1;1
97.5;1;15.5814;8;1;4.051785;5365;0;1;1
57.5;2;17.68269;8;0;3.749504;5367;0;0;0
75;3;16.54082;5;1;4.007333;5369;1;0;0
70;3;16.68217;7;1;3.555348;5371;1;0;0
57.5;3;17.09375;1;0;4.051785;5373;0;5;0
37.5;2;17.68269;0;1;4.135167;5375;0;0;0
32.5;1;14.93548;0;0;4.283587;5377;0;1;1
35;1;14.93548;0;1;4.283587;5379;0;1;1
80;3;18.17308;9;1;3.314186;5381;0;0;0
45;2;17.68269;8;0;4.094345;5383;1;0;0
25;3;16.29;5;1;3.749504;5385;1;0;0
50;1;17.04348;9;0;3.86073;5387;0;1;1
87.5;3;17.97297;3;1;4.051785;5389;1;0;0
45;3;17.05814;0;1;3.73767;5391;1;2;0
50;3;14.71951;0;0;3.688879;5393;0;2;0
50;3;15.75342;6;1;3.828641;5395;1;1;0
40;3;17.05814;2;1;3.113515;5397;0;2;0
30;1;16.68217;9;1;4.471639;5399;1;2;1
95;1;16.6;7;0;4.094345;5401;0;0;1
30;3;15.75342;5;0;3.218876;5403;0;1;0
80;2;18.17308;7;1;3.314186;5405;0;1;0
70;2;18.52273;6;1;4.212128;5407;0;2;0
27.5;3;15.47619;4;1;3.960813;5409;1;0;0
45;3;15.47619;0;1;3.960813;5411;1;0;0
40;2;18.46342;7;0;3.218876;5413;0;3;0
72.5;3;20.3125;2;0;3.86073;5415;0;2;0
60;3;19.46512;0;0;2.995732;5417;0;0;0
77.5;2;20.02632;3;1;3.624341;5419;1;2;0
75;2;19.06977;7;0;4.212128;5421;1;0;0
45;2;16.45161;2;0;3.624341;5423;0;2;0
87.5;1;16.02703;9;1;3.749504;5425;0;1;1
92.5;1;16.4;9;0;4.135167;5427;0;1;1
72.5;1;17.5;8;0;3.806663;5429;0;0;1
95;3;16.86885;8;0;3.806663;5431;0;0;0
90;3;16.86885;8;1;4.212128;5433;0;0;0
82.5;3;18.85714;5;1;3.688879;5435;2;4;0
82.5;3;19.46512;0;0;3.218876;5437;0;3;0
72.5;3;20.03846;12;1;3.960813;5439;1;0;0
80;1;17.0303;8;0;3.650658;5441;0;1;1
70;3;19.80645;0;1;4.471639;5443;2;2;0
100;2;16.07895;11;0;3.960813;5445;1;0;0
82.5;2;16.76364;8;0;3.314186;5447;0;0;0
92.5;1;14.45652;9;0;4.051785;5449;0;1;1
97.5;3;15.15854;8;1;3.86073;5451;0;3;0
97.5;3;15.15854;7;1;3.555348;5453;0;1;0
52.5;2;16.88298;5;1;3.624341;5455;0;2;0
95;1;16.85106;9;0;4.317488;5457;1;1;1
90;2;15.51064;8;1;3.86073;5459;0;3;0
82.5;1;16.48571;8;0;3.912023;5461;0;0;1
67.5;1;14.97436;5;1;3.912023;5463;1;1;1
37.5;3;17.42424;8;1;2.674149;5465;1;2;0
82.5;3;17.02353;1;1;4.051785;5467;2;2;0
95;2;17.02353;0;0;4.135167;5469;1;1;0
80;3;18.325;3;0;3.555348;5471;1;5;0
72.5;3;17.08602;2;1;4.212128;5473;2;3;0
60;3;20.09091;0;1;3.624341;5475;1;1;0
95;3;17.27083;9;1;3.218876;5477;1;0;0
90;3;17.04706;1;0;3.555348;5479;1;2;0
95;2;17.02353;4;0;3.314186;5481;1;4;0
92.5;3;17.66337;8;0;3.401197;5483;0;0;0
70;2;18.325;6;1;3.401197;5485;0;0;0
95;1;18.325;8;1;0.9162908;5487;0;1;1
67.5;1;18.48;5;0;3.86073;5489;0;0;1
17.5;3;17.04706;0;1;3.113515;5491;0;0;0
42.5;3;17.29545;0;1;3.401197;5493;0;0;0
92.5;1;18.325;12;0;3.86073;5495;0;1;1
95;1;18.88235;10;0;3.48124;5497;0;0;1
87.5;3;17.77778;0;0;3.314186;5499;1;0;0
37.5;3;17.77778;0;1;2.995732;5501;0;1;0
85;1;17.77778;7;1;3.688879;5503;0;0;1
72.5;3;20.42857;0;0;4.212128;5505;0;0;0
90;3;17.64516;8;1;3.960813;5507;0;1;0
67.5;2;18.88235;9;0;4.007333;5509;0;0;0
65;3;17.77778;7;1;4.051785;5511;0;0;0
82.5;3;14.7541;9;1;4.051785;5513;1;2;0
92.5;1;17.92683;8;0;3.806663;5515;0;0;1
95;3;16.87931;8;1;3.806663;5517;0;0;0
75;1;17.14286;9;0;3.555348;5519;0;0;1
62.5;3;17.92683;7;1;3.401197;5521;0;0;0
92.5;3;16.87931;8;1;4.350278;5523;1;0;0
100;1;18.21428;10;0;4.317488;5525;0;1;1
80;1;17.74194;12;0;3.555348;5527;0;0;1
70;1;16.87931;6;1;3.960813;5529;0;0;1
65;3;18.54839;1;1;3.86073;5531;1;3;0
72.5;3;18.04951;6;1;3.806663;5533;0;1;0
62.5;3;17.7931;0;1;3.749504;5535;1;2;0
97.5;1;17.7931;8;0;3.772761;5537;0;1;1
95;1;17.08861;9;1;3.401197;5539;0;2;1
82.5;3;18.54839;8;1;3.555348;5541;1;2;0
100;1;18.54839;10;0;3.960813;5543;1;0;1
87.5;3;17.78667;6;0;3.555348;5545;0;1;0
80;3;17.82569;4;1;4.025352;5547;0;1;0
70;3;18.125;0;0;2.862201;5549;1;0;0
92.5;1;17.82569;9;1;4.174387;5551;0;0;1
90;1;18.03773;11;0;3.931826;5553;1;1;1
65;3;17.69767;0;0;3.828641;5555;1;1;0
72.5;2;17.68293;0;0;3.86073;5557;0;0;0
100;2;17.69767;7;1;4.212128;5559;1;0;0
80;3;17.07143;5;1;4.051785;5561;1;1;0
92.5;1;17.93651;8;1;3.912023;5563;1;0;1
72.5;3;18.03773;7;1;3.960813;5565;0;2;0
65;2;17.93651;9;1;3.688879;5567;0;0;0
17.5;2;18.125;4;1;4.051785;5569;1;0;0
80;3;18.47619;9;0;4.174387;5571;0;0;0
92.5;2;18.47619;6;1;3.688879;5573;0;0;0
70;3;17.93651;0;0;3.806663;5575;0;1;0
37.5;2;19.62857;9;0;3.86073;5577;0;1;0
47.5;3;17.91176;0;0;3.113515;5579;1;2;0
95;1;17.93651;8;1;3.86073;5581;0;1;1
87.5;1;18.03773;7;1;3.806663;5583;1;3;1
80;3;17.93651;0;0;3.86073;5585;0;1;0
82.5;2;17.69697;4;1;3.314186;5587;1;0;0
80;2;18.4902;5;0;3.610918;5589;0;2;0
90;1;17.66942;10;1;4.412798;5591;1;0;1
75;1;17.69697;6;1;4.135167;5593;0;1;1
80;2;19.63636;0;1;3.113515;5595;1;1;0
82.5;2;17.69697;6;1;3.555348;5597;0;3;0
80;2;16.74107;7;0;4.212128;5599;1;0;0
80;3;17.18182;9;0;4.283587;5601;0;1;0
72.5;2;18.91304;11;1;4.051785;5603;0;1;0
100;3;18.93103;6;1;3.624341;5605;0;1;0
37.5;2;17.13636;0;1;3.688879;5607;0;5;0
27.5;3;15.71429;0;0;3.401197;5609;1;0;0
100;1;15.71429;8;1;3.7612;5611;0;3;1
37.5;3;15.71429;0;1;4.135167;5613;1;3;0
32.5;3;19.42105;0;0;3.218876;5615;0;0;0
82.5;1;16.01316;0;0;3.960813;5617;0;1;1
82.5;1;16.94118;7;1;4.051785;5619;0;1;1
65;3;18.6087;0;1;4.65396;5621;3;2;0
87.5;3;18.08475;5;1;3.86073;5623;0;1;0
67.5;3;17.13636;0;1;4.007333;5625;1;0;0
82.5;2;15.71429;5;0;3.157;5627;1;1;0
52.5;3;19.17333;4;0;3.555348;5629;1;0;0
42.5;3;18.6087;3;1;3.401197;5631;2;0;0
85;2;15.71429;0;0;3.688879;5633;1;0;0
22.5;3;17.13636;3;0;3.912023;5635;0;0;0
67.5;1;18.80412;7;1;3.401197;5637;0;1;1
35;3;15.71429;5;1;3.624341;5639;0;2;0
75;1;17.22222;8;1;3.555348;5641;0;0;1
52.5;3;15.71429;6;1;4.051785;5643;1;0;0
92.5;1;15.71429;8;1;3.931826;5645;0;1;1
82.5;3;16.98113;0;1;4.007333;5647;0;0;0
37.5;3;17.92683;7;0;3.555348;5649;0;0;0
62.5;3;18.875;0;1;3.218876;5651;1;3;0
100;3;18.93103;2;0;4.135167;5653;0;2;0
65;3;17.12195;0;0;3.688879;5655;0;3;0
82.5;3;16.27907;9;1;3.555348;5657;0;1;0
95;3;19.21053;0;1;3.806663;5659;0;0;0
87.5;2;16.70886;9;1;3.624341;5661;0;2;0
40;3;18.80412;7;0;3.555348;5663;2;4;0
95;1;17.3125;11;1;3.555348;5665;1;0;1
80;2;16.75676;7;0;3.401197;5667;0;1;0
95;1;18.95522;9;0;4.442651;5669;0;0;1
15;3;17.21212;0;1;3.555348;5671;0;1;0
75;1;14.59091;2;0;3.960813;5673;0;2;1
62.5;2;17.53425;8;1;3.349904;5675;0;1;0
90;3;17.21212;8;0;3.772761;5677;0;1;0
60;3;18.45161;10;1;4.26268;5679;0;1;0
10;2;17.3125;0;0;4.094345;5681;1;4;0
90;2;18.42857;5;0;3.401197;5683;0;1;0
70;1;16.2;10;1;3.48124;5685;1;1;1
67.5;1;18.42857;7;0;3.749504;5687;0;1;1
95;1;18.42857;10;0;3.624341;5689;0;2;1
72.5;3;19.33333;8;0;4.051785;5691;1;1;0
52.5;2;19.33333;6;0;3.912023;5693;0;4;0
57.5;3;18.05882;2;0;3.555348;5695;1;0;0
55;2;17.87805;8;1;3.688879;5697;2;2;0
72.5;2;17.66667;8;1;3.806663;5699;0;0;0
87.5;3;18.14815;8;1;4.051785;5701;0;0;0
75;2;18.13889;1;0;4.212128;5703;1;1;0
80;1;18.53192;10;1;3.555348;5705;0;2;1
80;3;18.14815;8;1;3.960813;5707;0;2;0
95;1;15.72414;9;0;4.174387;5709;0;0;1
70;2;19.0303;7;0;3.960813;5711;0;2;0
80;2;19.0303;7;1;3.555348;5713;0;0;0
80;2;19.45714;8;1;3.48124;5715;0;0;0
20;3;19.0303;2;1;3.624341;5717;2;0;0
70;3;16.27778;5;0;4.135167;5719;0;0;0
100;1;17.66667;13;1;3.555348;5721;0;3;1
70;3;17.18182;0;0;3.624341;5723;0;1;0
65;2;17.66667;5;1;3.401197;5725;0;4;0
50;3;20.08824;6;1;4.051785;5727;1;0;0
75;2;15.84337;6;0;3.610918;5729;1;2;0
87.5;1;14;9;0;4.317488;5731;1;0;1
92.5;3;15.57895;11;1;3.688879;5733;0;1;0
90;1;16.60294;9;1;3.806663;5735;0;0;1
85;3;17.87805;2;1;3.960813;5737;0;3;0
67.5;2;18.85714;8;0;3.749504;5739;1;1;0
45;3;16.60294;6;0;3.688879;5741;0;0;0
32.5;3;16.60294;1;0;3.931826;5743;0;1;0
37.5;3;15.8;0;0;3.749504;5745;1;1;0
90;2;18.625;0;0;3.48124;5747;0;0;0
32.5;3;10.33333;0;0;3.401197;5749;2;0;0
100;1;14.21739;9;1;3.555348;5751;0;4;1
65;1;14.21739;2;1;3.688879;5753;2;3;1
72.5;2;14.21739;7;1;3.688879;5755;0;0;0
90;2;17.54386;4;0;3.86073;5757;1;0;0
57.5;2;14.80769;8;0;3.314186;5759;1;0;0
85;1;18.12;9;1;4.212128;5761;1;0;1
77.5;3;17.34615;2;0;3.113515;5763;0;0;0
82.5;3;17.34615;0;0;3.218876;5765;2;1;0
77.5;2;14.80769;8;0;3.806663;5767;1;0;0
47.5;3;10.9;0;0;3.314186;5769;2;3;0
85;1;14.80769;10;0;3.912023;5771;1;0;1
90;1;16.69231;0;1;3.314186;5773;0;0;1
80;3;13.95349;3;0;3.86073;5775;0;0;0
97.5;2;14.9;7;1;3.806663;5777;0;1;0
82.5;1;19.51515;9;1;3.401197;5779;0;1;1
95;2;17.075;7;1;4.255613;5781;0;3;0
77.5;2;17.42424;8;0;3.555348;5783;0;0;0
65;1;17.42424;8;0;3.48124;5785;1;0;1
75;1;17.42424;9;0;3.749504;5787;0;0;1
85;1;17.34615;11;1;3.624341;5789;0;0;1
40;3;17.1134;1;1;3.113515;5791;0;2;0
90;3;17.38095;8;1;4.135167;5793;1;0;0
80;1;17.28421;9;1;4.248495;5795;0;1;1
87.5;2;16.86792;7;0;3.912023;5797;0;1;0
95;2;17.20455;0;1;3.806663;5799;1;0;0
72.5;3;17.20455;0;0;4.49981;5801;2;4;0
97.5;1;17.66942;9;0;4.317488;5803;0;1;1
32.5;2;17.38095;4;1;3.555348;5805;0;4;0
55;3;18.84058;5;1;3.960813;5807;1;2;0
92.5;1;17.18447;8;0;4.283587;5809;0;1;1
80;1;17.64815;10;1;4.248495;5811;0;1;1
90;3;18.7375;8;0;4.094345;5813;1;0;0
72.5;3;17.14063;7;1;4.094345;5815;1;0;0
95;1;17.64815;11;0;4.174387;5817;0;2;1
62.5;3;17.64815;0;0;4.350278;5819;1;0;0
45;3;18.89362;3;1;3.912023;5821;1;0;0
90;2;17.28421;0;0;3.624341;5823;1;2;0
17.5;3;13.57143;0;1;3.912023;5825;1;4;0
90;1;16.96923;10;0;4.283587;5827;0;0;1
90;2;18.37838;7;0;4.766438;5829;2;0;0
82.5;1;17.67533;7;1;3.806663;5831;1;1;1
55;1;16.4918;9;0;3.86073;5833;0;1;1
62.5;3;16.96923;1;1;2.862201;5835;0;1;0
95;1;17.18182;9;0;4.317488;5837;1;0;1
62.5;3;18.84058;9;0;3.86073;5839;0;1;0
92.5;3;18.84058;4;0;3.401197;5841;0;2;0
92.5;1;18.37838;8;0;3.688879;5843;0;3;1
45;3;18.89362;0;1;4.051785;5845;0;1;0
97.5;2;18.89362;9;0;3.218876;5847;0;0;0
97.5;3;17.18447;7;0;3.86073;5849;1;4;0
97.5;1;17.28421;10;1;3.912023;5851;0;1;1
67.5;3;17.28972;8;0;4.051785;5853;0;2;0
27.5;3;18.12613;5;0;4.135167;5855;0;0;0
92.5;1;17.44444;8;1;3.688879;5857;0;0;1
67.5;3;17.44444;3;0;4.135167;5859;0;0;0
60;3;17.44444;0;0;4.007333;5861;1;1;0
87.5;3;15.84507;7;1;3.960813;5863;0;1;0
65;3;17.44444;0;0;3.960813;5865;1;1;0
92.5;2;18.875;9;1;3.749504;5867;0;1;0
65;2;15.84507;7;1;3.624341;5869;0;0;0
72.5;1;18.875;9;0;4.212128;5871;0;1;1
90;1;15.84507;10;1;3.749504;5873;1;2;1
85;1;17.44444;9;1;2.995732;5875;0;1;1
90;1;16.74107;8;1;4.051785;5877;0;1;1
87.5;3;17.22222;3;1;4.135167;5879;1;0;0
60;1;16.16279;7;0;4.317488;5881;0;1;1
87.5;3;17.82569;7;0;3.555348;5883;0;1;0
75;1;17.8125;11;0;4.110874;5885;0;1;1
95;3;16.74107;9;1;4.29046;5887;0;3;0
90;2;15.18519;9;0;3.218876;5889;0;3;0
90;1;15.18519;9;0;3.960813;5891;0;0;1
85;1;17.51087;9;1;3.795489;5893;0;2;1
95;1;15.66667;8;0;3.951244;5895;0;2;1
80;3;15.4717;10;0;4.135167;5897;0;2;0
90;1;17.22222;9;1;3.349904;5899;0;1;1
72.5;1;16.98113;0;0;3.624341;5901;0;1;1
95;2;17.3945;8;0;4.189655;5903;1;1;0
87.5;1;16.27907;4;0;3.401197;5905;0;3;1
52.5;3;15.47619;10;1;3.401197;5907;0;3;0
42.5;3;16.75824;7;0;4.135167;5909;1;1;0
55;2;17.3945;8;0;3.624341;5911;0;2;0
85;1;18.21622;8;0;4.094345;5913;0;0;1
92.5;3;14.95652;10;1;3.401197;5915;0;2;0
77.5;1;16.02703;0;0;3.749504;5917;0;1;1
55;2;17.3945;3;1;3.113515;5919;0;0;0
35;3;13.07692;0;0;3.401197;5921;1;1;0
27.5;2;15.18293;3;0;4.135167;5923;1;0;0
87.5;1;15.79167;10;1;4.283587;5925;0;0;1
92.5;1;14.88;8;0;3.624341;5927;0;1;1
72.5;1;15.91304;8;1;4.350278;5929;0;2;1
85;2;15.18293;6;0;4.135167;5931;0;2;0
70;3;16.29032;1;1;3.749504;5933;1;3;0
42.5;2;15.36585;0;0;3.86073;5935;1;1;0
72.5;2;15.36585;8;0;3.960813;5937;1;1;0
82.5;2;15.54688;6;1;4.135167;5939;0;2;0
40;2;17.89744;5;0;3.806663;5941;0;0;0
75;2;17.22892;5;0;3.749504;5943;0;2;0
87.5;1;15.5;9;0;3.960813;5945;0;1;1
45;3;15.36585;0;0;3.48124;5947;0;4;0
87.5;1;13.31034;11;0;3.555348;5949;0;2;1
82.5;3;15.91304;8;1;3.555348;5951;1;1;0
47.5;3;15.54688;0;1;3.401197;5953;1;0;0
52.5;3;18.20513;7;1;4.007333;5955;0;0;0
65;2;18.91176;8;1;3.624341;5957;0;3;0
67.5;3;17.375;3;1;4.248495;5959;0;0;0
27.5;2;16.90196;2;0;3.688879;5961;1;0;0
100;1;17.24675;10;0;2.525729;5963;0;1;1
97.5;3;16.375;2;1;3.401197;5965;0;1;0
82.5;3;17.36111;7;0;3.401197;5967;0;0;0
87.5;1;18.66667;9;1;4.677491;5969;0;1;1
85;1;17.09091;7;1;4.248495;5971;0;1;1
70;3;17.55882;5;0;3.806663;5973;0;3;0
25;3;16.66667;3;1;3.86073;5975;1;3;0
87.5;3;17.09678;9;1;3.806663;5977;0;1;0
70;3;17.58621;0;0;3.624341;5979;0;0;0
40;3;17.36111;1;0;3.218876;5981;1;1;0
45;2;16.44;0;0;4.051785;5983;1;0;0
85;3;15.27027;0;0;3.960813;5985;2;1;0
20;3;16.66667;0;1;3.806663;5987;2;1;0
87.5;2;19.54545;6;0;3.960813;5989;0;1;0
90;1;18.94667;0;0;4.051785;5991;0;1;1
80;1;17.58621;8;0;4.553877;5993;1;0;1
72.5;2;17.14286;6;0;4.248495;5995;0;1;0
85;2;21.51613;7;0;3.624341;5997;0;1;0
90;1;19.54545;7;1;4.212128;5999;0;1;1
60;3;19.03448;4;0;3.624341;6001;0;0;0
87.5;1;14.69048;8;1;4.212128;6003;0;1;1
82.5;2;15.27027;7;0;3.86073;6005;0;1;0
80;2;17.55882;7;0;3.749504;6007;0;4;0
47.5;3;17.78572;1;1;4.007333;6009;0;0;0
72.5;2;21.85185;3;0;3.218876;6011;1;0;0
80;1;16.20408;9;0;3.48124;6013;1;0;1
87.5;1;19.59091;9;1;4.051785;6015;0;1;1
82.5;1;17.23809;6;1;3.86073;6017;0;1;1
72.5;2;18.35135;6;1;3.806663;6019;0;2;0
37.5;3;18.375;0;0;3.624341;6021;1;0;0
95;1;17.72222;10;1;3.749504;6023;0;1;1
92.5;3;17.72222;6;1;3.688879;6025;0;1;0
90;1;17.74286;1;0;4.135167;6027;0;0;1
82.5;2;17.72222;8;1;3.749504;6029;0;1;0
85;2;17.69388;6;1;3.960813;6031;0;1;0
90;2;19.31111;8;1;3.912023;6033;0;1;0
32.5;3;12;0;1;3.688879;6035;1;1;0
25;2;17.125;0;0;3.555348;6037;1;4;0
